show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s7071,Movie,Ocean's Secret 3,David Fincher,"Jung Ho-yeon, Deepika Padukone, Aamir Khan, Ajith",United States,2015-12-27,2005,R,92 min,"Faith & Spirituality, Thrillers","In the shadows of a corrupt government, a resistance movement fights for freedom."
s7072,TV Show,House of Cards Returns S3,Unknown,"Rajinikanth, Cate Blanchett, Meryl Streep, Salman Khan, Aamir Khan",Spain,2020-02-22,2009,R,2 Seasons,"TV Thrillers, Nature & Science TV, TV Dramas",An estranged father and daughter reconnect on an unexpected road trip.
s7073,Movie,Fire and Ice 4,Bong Joon-ho,"Aamir Khan, Robert Downey Jr, Leonardo DiCaprio",Italy,2015-08-08,2021,UR,163 min,Documentaries,"In the shadows of a corrupt government, a resistance movement fights for freedom."
s7074,Movie,White Noise 2,Ryan Coogler,"Vidya Balan, Leonardo DiCaprio, Jennifer Lawrence, Lee Min-ho, Rajinikanth",Indonesia,2015-02-16,2001,TV-MA,165 min,"Sci-Fi & Fantasy, Cult Movies, Animated Movies","In a small town, everyone has something to hide â and someone is watching."
s7075,TV Show,Fauda S5 S2,S.S. Rajamouli,"Rajinikanth, Vidya Balan, Vijay, Salman Khan, Brad Pitt",South Africa,2017-03-11,2004,TV-MA,6 Seasons,Reality TV,An estranged father and daughter reconnect on an unexpected road trip.
s7076,Movie,Sweet Home 2 2,Mani Ratnam,"Scarlett Johansson, Jung Ho-yeon, Ranveer Singh",United States,2021-09-21,2020,TV-14,75 min,"Thrillers, Music & Musicals, Independent Movies","Love, loss, and the power of human connection in trying times."
s7077,TV Show,Bard of Blood 2 S5,Shankar,"Brad Pitt, Aamir Khan, Chris Evans, Vidya Balan",Mexico,2021-02-10,2019,TV-G,4 Seasons,TV Horror,A young woman discovers her true identity and must choose between two worlds.
s7078,Movie,Sacred Ground,Denis Villeneuve,"Lee Min-ho, Natalie Portman, Jennifer Lawrence",United States,2016-03-10,2004,TV-14,101 min,Comedies,A comedian's rise to fame is complicated by dark secrets from the past.
s7079,Movie,The Awakening,S.S. Rajamouli,"Aamir Khan, Ranveer Singh",Nigeria,2020-06-02,2019,PG,94 min,"Action & Adventure, Thrillers, Independent Movies",The future of humanity rests in the hands of an unlikely hero.
s7080,Movie,Sacred Ground 4,Ridley Scott,"Jung Ho-yeon, Brad Pitt, Priyanka Chopra, Rajinikanth",Germany,2015-09-18,2014,PG-13,149 min,"Documentaries, Classic Movies, Independent Movies",Three strangers are brought together by fate in a life-changing adventure.
s7081,Movie,The Awakening,Priyadarshan,"Aamir Khan, Kim Go-eun, Jung Ho-yeon, Rajinikanth",Colombia,2020-09-07,2012,TV-PG,119 min,Sci-Fi & Fantasy,Behind every great fortune lies a great crime in this riveting saga.
s7082,Movie,Money Heist: Korea,Steven Spielberg,"Vijay, Ranveer Singh",South Africa,2021-10-11,2013,R,100 min,Action & Adventure,"Set against the backdrop of a divided nation, a story of hope and courage unfolds."
s7083,Movie,Bollywood Nights 3,Denis Villeneuve,"Prabhas, Brad Pitt, Meryl Streep, Ranveer Singh",Philippines,2020-07-08,2006,R,180 min,"Thrillers, Children & Family Movies, Dramas","Crime, politics, and power intertwine in this explosive thriller."
s7084,TV Show,Hellbound S2,S.S. Rajamouli,"Alia Bhatt, Cate Blanchett, Brad Pitt, Aamir Khan, Kangana Ranaut",Canada,2018-08-15,2008,TV-Y7,6 Seasons,"Korean TV Shows, TV Comedies, Docuseries",Behind every great fortune lies a great crime in this riveting saga.
s7085,Movie,City of Lies,Chloe Zhao,"Salman Khan, Kangana Ranaut",Japan,2018-03-26,2006,UR,134 min,Sci-Fi & Fantasy,"Crime, politics, and power intertwine in this explosive thriller."
s7086,Movie,Hellbound 5,S.S. Rajamouli,"Vijay, Chris Evans, Ranbir Kapoor, Tom Hanks, Kangana Ranaut",Egypt,2017-11-10,2001,TV-MA,152 min,Classic Movies,"When love meets destiny, nothing will ever be the same again."
s7087,Movie,Midnight Run,Steven Spielberg,"Rajinikanth, Kim Go-eun, Salman Khan, Cate Blanchett, Park Seo-jun",Italy,2020-02-28,2007,PG-13,109 min,"Comedies, Independent Movies, Faith & Spirituality",Behind every great fortune lies a great crime in this riveting saga.
s7088,Movie,Desi Romance,Alfonso Cuaron,"Allu Arjun, Brad Pitt, Chris Evans",South Korea,2021-10-10,2014,TV-MA,153 min,"Action & Adventure, Independent Movies",An extraordinary journey through time and space that will change everything you know.
s7089,Movie,Mumbai Diaries,Peter Jackson,"Ranveer Singh, Scarlett Johansson, Vijay",United States,2020-04-07,2002,TV-MA,80 min,"Animated Movies, Children & Family Movies",A comedian's rise to fame is complicated by dark secrets from the past.
s7090,TV Show,Elite S8,Jordan Peele,"Brad Pitt, Aamir Khan, Robert Downey Jr",India,2021-11-10,2005,PG-13,2 Seasons,TV Comedies,A chef's obsession with perfection leads to unexpected discoveries about life.
s7091,Movie,The Chosen One,Patty Jenkins,"Tom Hanks, Park Seo-jun",Nigeria,2020-10-06,2008,TV-14,162 min,Sports Movies,"When old enemies become allies, the fate of the world hangs in the balance."
s7092,TV Show,Extraordinary Attorney Woo S2,Chloe Zhao,"Ranveer Singh, Alia Bhatt, Tom Hanks, Deepika Padukone, Jung Ho-yeon",Egypt,2018-11-06,2005,R,7 Seasons,"Kids' TV, Crime TV Shows, British TV Shows",A chef's obsession with perfection leads to unexpected discoveries about life.
s7093,Movie,Kal Ho Naa Ho Again,Patty Jenkins,"Park Seo-jun, Shah Rukh Khan, Allu Arjun, Jung Ho-yeon",Mexico,2019-09-10,2007,NR,84 min,Comedies,"Based on true events, this story will shock and inspire in equal measure."
s7094,Movie,All of Us Are Dead,Jordan Peele,"Robert Downey Jr, Rajinikanth, Ranbir Kapoor, Ajith",South Korea,2016-03-27,2015,TV-14,144 min,"Action & Adventure, International Movies, Cult Movies",A gripping tale of survival and redemption in a world gone mad.
s7095,Movie,Silent Storm 2,Priyadarshan,"Scarlett Johansson, Rajinikanth, Natalie Portman, Cate Blanchett, Ajith",United States,2019-07-21,2003,PG-13,139 min,"Documentaries, Horror Movies","Passion, betrayal, and revenge collide in this thrilling drama."
s7096,Movie,Love in Paris,Martin Scorsese,"Rajinikanth, Chris Evans, Ranbir Kapoor",France,2019-09-06,2021,UR,131 min,"Music & Musicals, Classic Movies","When love meets destiny, nothing will ever be the same again."
s7097,TV Show,Peaky Blinders S7 S5,Ridley Scott,"Brad Pitt, Shah Rukh Khan, Rajinikanth, Robert Downey Jr, Meryl Streep",Germany,2020-11-11,2004,TV-MA,3 Seasons,"TV Comedies, Korean TV Shows",A family torn apart by tragedy must find a way back to each other.
s7098,Movie,The Secret Garden 2,J.J. Abrams,"Allu Arjun, Prabhas, Aamir Khan, Kim Go-eun, Chris Evans",South Korea,2020-04-27,2013,PG-13,139 min,"Independent Movies, Documentaries",A gripping tale of survival and redemption in a world gone mad.
s7099,Movie,The Clone,Steven Spielberg,"Prabhas, Chris Evans, Deepika Padukone, Ajith",Nigeria,2021-08-05,2012,TV-14,123 min,"Independent Movies, Thrillers",A comedian's rise to fame is complicated by dark secrets from the past.
s7100,Movie,Broken Wings,Denis Villeneuve,"Tom Hanks, Salman Khan, Brad Pitt",United States,2016-06-10,2017,PG,154 min,Children & Family Movies,"Based on true events, this story will shock and inspire in equal measure."
s7101,TV Show,Sacred Games S2,Alfonso Cuaron,"Ranveer Singh, Scarlett Johansson, Tom Hanks, Shah Rukh Khan, Rajinikanth",India,2018-10-28,2008,PG,1 Season,Anime Series,The future of humanity rests in the hands of an unlikely hero.
s7102,Movie,City of Lies,Steven Spielberg,"Vidya Balan, Lee Min-ho",Argentina,2021-07-25,2002,TV-PG,174 min,"Cult Movies, Documentaries",A gripping tale of survival and redemption in a world gone mad.
s7103,Movie,La Casa del Fuego 4,Zack Snyder,"Rajinikanth, Jung Ho-yeon, Brad Pitt, Scarlett Johansson",United States,2017-03-14,2004,TV-14,180 min,"Action & Adventure, Romantic Movies","When old enemies become allies, the fate of the world hangs in the balance."
s7104,TV Show,Typewriter S3,Bong Joon-ho,"Robert Downey Jr, Alia Bhatt, Tom Hanks, Salman Khan, Ajith",China,2016-11-04,2002,TV-14,4 Seasons,"Anime Series, Reality TV, British TV Shows",The future of humanity rests in the hands of an unlikely hero.
s7105,TV Show,Money Heist Returns S3,Chloe Zhao,"Shah Rukh Khan, Park Seo-jun",India,2021-04-10,2005,PG-13,2 Seasons,"Sports TV, Spirituality, Stand-Up Comedy",The future of humanity rests in the hands of an unlikely hero.
s7106,TV Show,Hit & Run S2,Unknown,"Alia Bhatt, Salman Khan, Brad Pitt, Allu Arjun, Kim Go-eun",India,2016-02-02,2000,PG-13,5 Seasons,"Nature & Science TV, Anime Series, TV Sci-Fi & Fantasy",A gripping tale of survival and redemption in a world gone mad.
s7107,TV Show,Bridgerton S4 S2,Denis Villeneuve,"Ranveer Singh, Leonardo DiCaprio, Jung Ho-yeon",Italy,2016-11-09,2008,TV-PG,2 Seasons,"British TV Shows, Korean TV Shows, TV Comedies","When old enemies become allies, the fate of the world hangs in the balance."
s7108,Movie,The Experiment,Ram Gopal Varma,"Lee Min-ho, Meryl Streep, Park Seo-jun, Cate Blanchett, Ranbir Kapoor",Mexico,2018-03-27,2013,TV-14,93 min,Sci-Fi & Fantasy,A comedian's rise to fame is complicated by dark secrets from the past.
s7109,Movie,Desi Romance,Priyadarshan,"Alia Bhatt, Lee Min-ho, Cate Blanchett, Jennifer Lawrence, Park Seo-jun",Mexico,2017-05-16,2014,PG-13,140 min,"Music & Musicals, Sports Movies, Horror Movies",The future of humanity rests in the hands of an unlikely hero.
s7110,TV Show,The Crown S7 S5,Unknown,"Vidya Balan, Priyanka Chopra, Song Kang-ho, Allu Arjun, Meryl Streep",Colombia,2020-02-07,2014,NC-17,5 Seasons,"Nature & Science TV, Docuseries",The future of humanity rests in the hands of an unlikely hero.
s7111,Movie,Silent Storm,Martin Scorsese,"Robert Downey Jr, Jung Ho-yeon, Jennifer Lawrence",Thailand,2018-01-21,2021,TV-14,79 min,Sci-Fi & Fantasy,The future of humanity rests in the hands of an unlikely hero.
s7112,Movie,Broken Wings 2,Quentin Tarantino,"Tom Hanks, Scarlett Johansson",United States,2017-09-22,2011,TV-MA,148 min,"Comedies, Documentaries, Music & Musicals","In the shadows of a corrupt government, a resistance movement fights for freedom."
s7113,TV Show,D.P. S3,Christopher Nolan,"Vidya Balan, Lee Min-ho, Prabhas, Jennifer Lawrence, Leonardo DiCaprio",United States,2019-12-02,2004,TV-14,2 Seasons,"Romantic TV Shows, TV Dramas, Crime TV Shows",A young woman discovers her true identity and must choose between two worlds.
s7114,Movie,The Dark Side,Zoya Akhtar,"Robert Downey Jr, Chris Evans",Indonesia,2019-04-22,2007,UR,80 min,Dramas,A comedian's rise to fame is complicated by dark secrets from the past.
s7115,Movie,Blood Money 4,James Cameron,"Rajinikanth, Shah Rukh Khan, Ranveer Singh",Germany,2017-06-16,2019,TV-MA,133 min,Independent Movies,Three strangers are brought together by fate in a life-changing adventure.
s7116,Movie,Silent Storm,Peter Jackson,"Vijay, Rajinikanth, Leonardo DiCaprio, Natalie Portman, Meryl Streep",France,2020-11-05,2000,TV-MA,177 min,"Comedies, International Movies, Children & Family Movies","In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s7117,Movie,Pyaar Ka Saaya 5,Anurag Kashyap,"Chris Evans, Song Kang-ho, Jennifer Lawrence, Aamir Khan, Park Seo-jun",India,2015-10-09,2001,TV-14,129 min,"Children & Family Movies, Stand-Up Comedy, Sci-Fi & Fantasy","Crime, politics, and power intertwine in this explosive thriller."
s7118,Movie,City of Lies 3,Bong Joon-ho,"Deepika Padukone, Ranveer Singh, Shah Rukh Khan",United States,2020-11-07,2000,TV-MA,144 min,Sports Movies,A comedian's rise to fame is complicated by dark secrets from the past.
s7119,TV Show,Fauda S5,Unknown,"Allu Arjun, Song Kang-ho, Brad Pitt, Meryl Streep, Alia Bhatt",Brazil,2018-01-16,2006,PG,1 Season,"Anime Series, Sports TV","Set against the backdrop of a divided nation, a story of hope and courage unfolds."
s7120,Movie,The Secret Garden 5,Ridley Scott,"Alia Bhatt, Tom Hanks, Leonardo DiCaprio, Ranbir Kapoor",South Korea,2015-08-18,2006,PG,125 min,"Stand-Up Comedy, Romantic Movies","In the shadows of a corrupt government, a resistance movement fights for freedom."
s7121,Movie,Desert Rose 3,Quentin Tarantino,"Tom Hanks, Alia Bhatt, Park Seo-jun, Kangana Ranaut",Germany,2019-10-06,2008,PG,143 min,Thrillers,A family torn apart by tragedy must find a way back to each other.
s7122,TV Show,Dark Chronicles S4,Mani Ratnam,"Shah Rukh Khan, Lee Min-ho, Kangana Ranaut",South Korea,2017-05-07,2003,TV-14,3 Seasons,International TV Shows,A young woman discovers her true identity and must choose between two worlds.
s7123,TV Show,Elite S8,Ram Gopal Varma,"Park Seo-jun, Ajith",Mexico,2020-01-15,2006,R,7 Seasons,"Crime TV Shows, Spirituality, Romantic TV Shows","When old enemies become allies, the fate of the world hangs in the balance."
s7124,Movie,Bajirao 2,Quentin Tarantino,"Cate Blanchett, Robert Downey Jr, Kim Go-eun",United Kingdom,2021-05-28,2018,PG-13,113 min,"Documentaries, Comedies, International Movies","In the shadows of a corrupt government, a resistance movement fights for freedom."
s7125,TV Show,My Name S2,Greta Gerwig,"Park Seo-jun, Ranveer Singh, Vidya Balan, Brad Pitt, Robert Downey Jr",India,2019-10-01,2009,TV-MA,2 Seasons,"Stand-Up Comedy, Nature & Science TV",The future of humanity rests in the hands of an unlikely hero.
s7126,Movie,The Awakening,Mani Ratnam,"Kim Go-eun, Robert Downey Jr, Prabhas, Vidya Balan",Germany,2019-07-28,2006,R,75 min,"Horror Movies, Animated Movies",A family torn apart by tragedy must find a way back to each other.
s7127,Movie,Pyaar Ka Saaya 4,Sanjay Leela Bhansali,"Prabhas, Chris Evans, Tom Hanks, Jung Ho-yeon",France,2015-08-16,2010,R,124 min,Documentaries,"Based on true events, this story will shock and inspire in equal measure."
s7128,Movie,Blood Money,Anurag Kashyap,"Natalie Portman, Ranbir Kapoor, Kangana Ranaut",Canada,2021-06-17,2016,TV-Y,125 min,"Animated Movies, Dramas","In the shadows of a corrupt government, a resistance movement fights for freedom."
s7129,Movie,The Last Stand 3,Zoya Akhtar,"Ranbir Kapoor, Vijay, Jung Ho-yeon",India,2017-09-15,2012,TV-MA,128 min,"Action & Adventure, Thrillers",Three strangers are brought together by fate in a life-changing adventure.
s7130,Movie,Desi Romance 2,Jordan Peele,"Salman Khan, Vidya Balan, Ranveer Singh",United States,2019-07-26,2004,TV-MA,81 min,"Sports Movies, Classic Movies",A comedian's rise to fame is complicated by dark secrets from the past.
s7131,Movie,Mumbai Diaries 3,Shankar,"Scarlett Johansson, Natalie Portman, Ajith, Robert Downey Jr, Prabhas",United States,2019-03-21,2002,TV-14,70 min,"Sports Movies, Classic Movies, Dramas",A young woman discovers her true identity and must choose between two worlds.
s7132,Movie,Hellbound,Imtiaz Ali,"Scarlett Johansson, Jung Ho-yeon, Kim Go-eun",India,2017-07-26,2002,TV-14,145 min,"Comedies, Faith & Spirituality",A young woman discovers her true identity and must choose between two worlds.
s7133,Movie,Hellbound 3,Wes Anderson,"Kim Go-eun, Shah Rukh Khan, Jennifer Lawrence",India,2019-05-15,2021,R,134 min,Independent Movies,"In the shadows of a corrupt government, a resistance movement fights for freedom."
s7134,TV Show,Selection Day 2,Peter Jackson,"Salman Khan, Natalie Portman, Jung Ho-yeon, Alia Bhatt, Lee Min-ho",United States,2020-05-20,2006,TV-14,6 Seasons,"Korean TV Shows, Spirituality, Sports TV",Three strangers are brought together by fate in a life-changing adventure.
s7135,TV Show,Ghoul Season 2,Unknown,"Brad Pitt, Ranveer Singh, Kim Go-eun, Jennifer Lawrence",Egypt,2021-03-08,2018,PG,6 Seasons,Nature & Science TV,Behind every great fortune lies a great crime in this riveting saga.
s7136,Movie,The Golden Age,Ryan Coogler,"Cate Blanchett, Kim Go-eun, Vidya Balan",Germany,2019-05-05,2018,TV-G,172 min,"Dramas, Sci-Fi & Fantasy","When old enemies become allies, the fate of the world hangs in the balance."
s7137,Movie,Wild Hearts 3,Tim Burton,"Allu Arjun, Alia Bhatt, Priyanka Chopra, Kangana Ranaut, Jung Ho-yeon",Argentina,2017-03-16,2011,R,83 min,"Children & Family Movies, Independent Movies, Horror Movies","When love meets destiny, nothing will ever be the same again."
s7138,Movie,The Heist 4,Chloe Zhao,"Brad Pitt, Cate Blanchett, Park Seo-jun",Argentina,2021-07-10,2017,TV-MA,176 min,"Stand-Up Comedy, Dramas, Romantic Movies",An estranged father and daughter reconnect on an unexpected road trip.
s7139,Movie,Operation Blackout 3,J.J. Abrams,"Alia Bhatt, Robert Downey Jr, Shah Rukh Khan",United States,2021-08-07,2001,R,124 min,"Romantic Movies, Thrillers, International Movies","In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s7140,Movie,Silent Storm,Steven Spielberg,"Meryl Streep, Ranbir Kapoor, Ajith",South Korea,2018-05-08,2000,PG-13,75 min,"Sci-Fi & Fantasy, Thrillers",A chef's obsession with perfection leads to unexpected discoveries about life.
s7141,Movie,The Golden Age 2,Imtiaz Ali,"Ajith, Alia Bhatt",Mexico,2016-08-24,2011,UR,142 min,"Action & Adventure, Documentaries","Crime, politics, and power intertwine in this explosive thriller."
s7142,Movie,Silent Storm 5,Imtiaz Ali,"Natalie Portman, Chris Evans",United States,2021-04-19,2013,PG-13,133 min,"Classic Movies, Horror Movies, Children & Family Movies","In a small town, everyone has something to hide â and someone is watching."
s7143,TV Show,Emily in Paris S5,Zack Snyder,"Cate Blanchett, Deepika Padukone, Prabhas",South Africa,2015-08-06,2010,PG-13,7 Seasons,"Crime TV Shows, Nature & Science TV","Passion, betrayal, and revenge collide in this thrilling drama."
s7144,Movie,Beyond the Stars,Jordan Peele,"Deepika Padukone, Rajinikanth, Chris Evans, Meryl Streep",India,2016-12-18,2009,TV-MA,107 min,"Animated Movies, Thrillers","In the shadows of a corrupt government, a resistance movement fights for freedom."
s7145,Movie,Beyond the Stars,Mani Ratnam,"Brad Pitt, Deepika Padukone, Salman Khan, Kim Go-eun, Alia Bhatt",Philippines,2016-11-17,2014,TV-MA,130 min,Faith & Spirituality,"Passion, betrayal, and revenge collide in this thrilling drama."
s7146,Movie,Fatal Attraction,Shankar,"Tom Hanks, Leonardo DiCaprio, Shah Rukh Khan, Kangana Ranaut",Nigeria,2015-01-15,2003,TV-14,139 min,Animated Movies,Behind every great fortune lies a great crime in this riveting saga.
s7147,Movie,El Camino 2 4,Ram Gopal Varma,"Ranbir Kapoor, Natalie Portman",United States,2019-01-05,2021,R,175 min,"Documentaries, Classic Movies",An extraordinary journey through time and space that will change everything you know.
s7148,TV Show,Delhi Crime,Christopher Nolan,"Prabhas, Brad Pitt, Jennifer Lawrence, Vijay",United States,2017-04-15,2006,PG-13,2 Seasons,"Docuseries, Spirituality, TV Thrillers","Based on true events, this story will shock and inspire in equal measure."
s7149,Movie,Beyond the Stars 5,Zoya Akhtar,"Park Seo-jun, Lee Min-ho, Scarlett Johansson, Ajith, Prabhas",United States,2017-08-09,2016,TV-PG,159 min,"Action & Adventure, Horror Movies","In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s7150,TV Show,Money Heist Returns,Sanjay Leela Bhansali,"Prabhas, Jung Ho-yeon, Song Kang-ho, Kim Go-eun, Salman Khan",India,2015-11-03,2020,PG-13,7 Seasons,Romantic TV Shows,Behind every great fortune lies a great crime in this riveting saga.
s7151,Movie,Love in Paris,Chloe Zhao,"Natalie Portman, Ajith, Deepika Padukone, Jennifer Lawrence",United Kingdom,2016-09-04,2021,TV-14,174 min,Faith & Spirituality,Three strangers are brought together by fate in a life-changing adventure.
s7152,TV Show,Selection Day 2 S3,Unknown,"Shah Rukh Khan, Salman Khan, Aamir Khan, Leonardo DiCaprio",Mexico,2018-11-10,2006,TV-PG,3 Seasons,"TV Horror, International TV Shows",A chef's obsession with perfection leads to unexpected discoveries about life.
s7153,TV Show,Delhi Crime,Ryan Coogler,"Allu Arjun, Ranveer Singh, Jung Ho-yeon, Chris Evans",India,2021-01-25,2003,TV-Y,7 Seasons,"TV Mysteries, Sports TV",An extraordinary journey through time and space that will change everything you know.
s7154,Movie,Dilwale Returns 5,Zoya Akhtar,"Natalie Portman, Lee Min-ho, Robert Downey Jr",Egypt,2017-06-23,2003,TV-MA,98 min,Music & Musicals,"Based on true events, this story will shock and inspire in equal measure."
s7155,Movie,Desert Rose,Shankar,"Vijay, Ranbir Kapoor, Allu Arjun",Japan,2019-05-17,2010,TV-14,107 min,"Horror Movies, Stand-Up Comedy","Set against the backdrop of a divided nation, a story of hope and courage unfolds."
s7156,TV Show,Shtisel S4,Tim Burton,"Jennifer Lawrence, Tom Hanks, Shah Rukh Khan",India,2016-01-20,2012,TV-14,2 Seasons,Stand-Up Comedy,"In the shadows of a corrupt government, a resistance movement fights for freedom."
s7157,Movie,Fatal Attraction,S.S. Rajamouli,"Salman Khan, Deepika Padukone, Chris Evans",India,2019-02-26,2010,PG-13,103 min,"Children & Family Movies, Music & Musicals",A gripping tale of survival and redemption in a world gone mad.
s7158,Movie,Kingdom Returns,Ryan Coogler,"Shah Rukh Khan, Chris Evans, Priyanka Chopra",United States,2017-03-08,2009,TV-PG,78 min,Sports Movies,A gripping tale of survival and redemption in a world gone mad.
s7159,Movie,Black Mirror 3,Zack Snyder,"Park Seo-jun, Kim Go-eun, Priyanka Chopra",Egypt,2016-01-15,2000,R,93 min,Comedies,A gripping tale of survival and redemption in a world gone mad.
s7160,TV Show,Lupin S4,Steven Spielberg,"Allu Arjun, Song Kang-ho",Colombia,2015-12-20,2020,R,2 Seasons,"Crime TV Shows, Docuseries",An estranged father and daughter reconnect on an unexpected road trip.
s7161,Movie,Sacred Ground,Quentin Tarantino,"Park Seo-jun, Scarlett Johansson",Spain,2020-02-09,2012,R,117 min,"Documentaries, International Movies, Cult Movies","Passion, betrayal, and revenge collide in this thrilling drama."
s7162,Movie,Lupin Returns,Denis Villeneuve,"Meryl Streep, Priyanka Chopra",China,2019-03-21,2006,TV-MA,146 min,Children & Family Movies,A gripping tale of survival and redemption in a world gone mad.
s7163,Movie,Kal Ho Naa Ho Again,Alfonso Cuaron,"Salman Khan, Robert Downey Jr, Kim Go-eun",United States,2019-02-08,2009,R,108 min,"Independent Movies, Romantic Movies, Children & Family Movies",A family torn apart by tragedy must find a way back to each other.
s7164,TV Show,Call My Agent S5,Ryan Coogler,"Meryl Streep, Jennifer Lawrence, Brad Pitt, Scarlett Johansson, Leonardo DiCaprio",Japan,2020-09-11,2014,TV-MA,1 Season,"TV Comedies, Korean TV Shows, Stand-Up Comedy","Crime, politics, and power intertwine in this explosive thriller."
s7165,TV Show,Scam 2023 S3,Zoya Akhtar,"Scarlett Johansson, Vidya Balan",United States,2020-12-26,2015,R,6 Seasons,Spirituality,"Love, loss, and the power of human connection in trying times."
s7166,TV Show,Breaking Bad Continues,Martin Scorsese,"Park Seo-jun, Leonardo DiCaprio, Priyanka Chopra, Kangana Ranaut, Cate Blanchett",Brazil,2017-10-17,2012,TV-MA,2 Seasons,TV Thrillers,"Set against the backdrop of a divided nation, a story of hope and courage unfolds."
s7167,Movie,Desert Rose 3,Anurag Kashyap,"Vidya Balan, Aamir Khan",United States,2019-02-07,2006,TV-Y,94 min,"Documentaries, Children & Family Movies, Sci-Fi & Fantasy",A gripping tale of survival and redemption in a world gone mad.
s7168,Movie,Bollywood Nights 2,Greta Gerwig,"Ranveer Singh, Natalie Portman, Shah Rukh Khan, Jennifer Lawrence, Brad Pitt",Italy,2020-06-12,2019,TV-14,155 min,"Romantic Movies, Sci-Fi & Fantasy",An extraordinary journey through time and space that will change everything you know.
s7169,TV Show,Narcos Season 7,Steven Spielberg,"Shah Rukh Khan, Rajinikanth, Park Seo-jun",United States,2017-09-10,2004,R,1 Season,"Docuseries, Anime Series","In a small town, everyone has something to hide â and someone is watching."
s7170,Movie,Midnight Run 4,Jordan Peele,"Brad Pitt, Ranbir Kapoor, Aamir Khan",Turkey,2015-06-19,2016,PG,175 min,"Music & Musicals, Documentaries, Sports Movies","When old enemies become allies, the fate of the world hangs in the balance."
s7171,TV Show,Club de Cuervos S5 S4,Unknown,"Ranbir Kapoor, Park Seo-jun, Priyanka Chopra, Kangana Ranaut, Rajinikanth",France,2016-01-24,2012,TV-14,4 Seasons,"Stand-Up Comedy, Sports TV","In a small town, everyone has something to hide â and someone is watching."
s7172,Movie,Lost in Translation 5,Ryan Coogler,"Park Seo-jun, Kangana Ranaut, Alia Bhatt, Priyanka Chopra",Brazil,2016-10-16,2020,PG-13,125 min,"Comedies, Cult Movies, Music & Musicals",Three strangers are brought together by fate in a life-changing adventure.
s7173,TV Show,Narcos Mexico S4,Sanjay Leela Bhansali,"Ranveer Singh, Robert Downey Jr, Cate Blanchett, Priyanka Chopra",Spain,2019-02-17,2003,R,6 Seasons,"TV Comedies, TV Sci-Fi & Fantasy, Docuseries","When old enemies become allies, the fate of the world hangs in the balance."
s7174,Movie,The Heist 3,Wes Anderson,"Salman Khan, Aamir Khan, Vidya Balan, Vijay",Indonesia,2019-04-22,2020,TV-Y7,127 min,"Sports Movies, Music & Musicals",An estranged father and daughter reconnect on an unexpected road trip.
s7175,Movie,Dilwale Returns,Sanjay Leela Bhansali,"Ranveer Singh, Meryl Streep, Song Kang-ho, Shah Rukh Khan, Kim Go-eun",Brazil,2019-04-08,2011,R,143 min,"Independent Movies, Thrillers, Comedies",An estranged father and daughter reconnect on an unexpected road trip.
s7176,Movie,Desi Romance 5,Anurag Kashyap,"Allu Arjun, Tom Hanks, Rajinikanth, Ranbir Kapoor",United States,2019-12-19,2021,TV-14,144 min,"Sci-Fi & Fantasy, Action & Adventure, Documentaries",Behind every great fortune lies a great crime in this riveting saga.
s7177,TV Show,Narcos Season 7 S2,Quentin Tarantino,"Ranbir Kapoor, Ranveer Singh, Ajith, Prabhas, Salman Khan",Australia,2020-08-23,2011,TV-PG,1 Season,"TV Thrillers, TV Mysteries, TV Comedies","When love meets destiny, nothing will ever be the same again."
s7178,Movie,The Maze 3,James Cameron,"Vidya Balan, Rajinikanth, Robert Downey Jr",United States,2017-02-02,2007,PG-13,128 min,Faith & Spirituality,A comedian's rise to fame is complicated by dark secrets from the past.
s7179,Movie,Kal Ho Naa Ho Again,David Fincher,"Prabhas, Alia Bhatt, Natalie Portman, Deepika Padukone, Vidya Balan",Argentina,2019-06-18,2017,TV-MA,170 min,"International Movies, Dramas","Set against the backdrop of a divided nation, a story of hope and courage unfolds."
s7180,Movie,Ocean's Secret,Wes Anderson,"Chris Evans, Rajinikanth, Shah Rukh Khan, Salman Khan",Egypt,2018-06-16,2016,TV-14,151 min,"Independent Movies, Music & Musicals, Sci-Fi & Fantasy","Crime, politics, and power intertwine in this explosive thriller."
s7181,TV Show,Stranger Things 5 S5,Shankar,"Brad Pitt, Robert Downey Jr, Jennifer Lawrence, Rajinikanth, Meryl Streep",Brazil,2015-08-03,2017,TV-PG,1 Season,"Kids' TV, Romantic TV Shows",A comedian's rise to fame is complicated by dark secrets from the past.
s7182,Movie,Sweet Home 2 5,J.J. Abrams,"Rajinikanth, Vidya Balan",United Kingdom,2015-06-03,2007,NR,168 min,Stand-Up Comedy,"Based on true events, this story will shock and inspire in equal measure."
s7183,Movie,Hellbound,Tim Burton,"Allu Arjun, Leonardo DiCaprio, Scarlett Johansson, Chris Evans, Priyanka Chopra",Indonesia,2019-12-16,2010,PG-13,177 min,"Classic Movies, Cult Movies, Faith & Spirituality","Love, loss, and the power of human connection in trying times."
